"Date","Price","Open","High","Low","Vol.","Change %"
"06/07/2017","7.6472","7.6627","7.6680","7.6154","","-0.18%"
"06/06/2017","7.6608","7.6573","7.6685","7.6369","","0.08%"
"06/05/2017","7.6547","7.6829","7.6874","7.6426","","-0.33%"
"06/02/2017","7.6800","7.6332","7.6893","7.6278","","0.70%"
"06/01/2017","7.6267","7.6569","7.6616","7.6259","","-0.37%"
"05/31/2017","7.6549","7.6683","7.6727","7.6181","","-0.12%"
"05/30/2017","7.6638","7.6543","7.6823","7.6159","","0.20%"
"05/29/2017","7.6488","7.6642","7.6724","7.6512","","-0.18%"
"05/26/2017","7.6625","7.7003","7.7070","7.6519","","-0.45%"
"05/25/2017","7.6968","7.7295","7.7426","7.6891","","-0.39%"
"05/24/2017","7.7266","7.7051","7.7315","7.6947","","0.32%"
"05/23/2017","7.7022","7.7385","7.7632","7.6989","","-0.41%"
"05/22/2017","7.7342","7.7126","7.7575","7.6926","","0.29%"
"05/19/2017","7.7117","7.6492","7.7198","7.6443","","0.85%"
"05/18/2017","7.6464","7.6796","7.6919","7.6295","","-0.36%"
"05/17/2017","7.6737","7.6325","7.6827","7.6301","","0.59%"
"05/16/2017","7.6288","7.5655","7.6435","7.5638","","0.90%"
"05/15/2017","7.5604","7.5386","7.5766","7.5348","","0.31%"
"05/12/2017","7.5373","7.4988","7.5448","7.4938","","0.54%"
"05/11/2017","7.4966","7.5035","7.5199","7.4819","","-0.03%"
"05/10/2017","7.4987","7.5108","7.5288","7.4917","","-0.13%"
"05/09/2017","7.5082","7.5425","7.5521","7.5032","","-0.43%"
"05/08/2017","7.5405","7.5927","7.6106","7.5370","","-0.64%"
"05/05/2017","7.5889","7.5786","7.5944","7.5567","","0.19%"
"05/04/2017","7.5745","7.5098","7.5779","7.5004","","0.92%"
"05/03/2017","7.5051","7.5369","7.5425","7.5071","","-0.39%"
"05/02/2017","7.5347","7.5132","7.5404","7.5073","","0.35%"
"05/01/2017","7.5087","7.5187","7.5308","7.5026","","0.03%"
"04/28/2017","7.5067","7.5025","7.5493","7.4790","","0.13%"
"04/27/2017","7.4971","7.5154","7.5387","7.4821","","-0.23%"
"04/26/2017","7.5141","7.5222","7.5410","7.4827","","-0.07%"
"04/25/2017","7.5190","7.4820","7.5394","7.4722","","0.51%"
"04/24/2017","7.4808","7.5212","7.5308","7.4495","","1.31%"
"04/21/2017","7.3843","7.3761","7.3917","7.3552","","0.15%"
"04/20/2017","7.3733","7.3781","7.4191","7.3731","","-0.01%"
"04/19/2017","7.3742","7.3867","7.3929","7.3698","","-0.07%"
"04/18/2017","7.3792","7.3245","7.3895","7.3204","","0.80%"
"04/17/2017","7.3203","7.3085","7.3438","7.2999","","0.24%"
"04/14/2017","7.3027","7.3127","7.3238","7.3026","","-0.08%"
"04/13/2017","7.3086","7.3498","7.3563","7.3063","","-0.51%"
"04/12/2017","7.3464","7.3090","7.3577","7.2971","","0.58%"
"04/11/2017","7.3040","7.3145","7.3326","7.3013","","-0.05%"
"04/10/2017","7.3079","7.3093","7.3238","7.2951","","0.06%"
"04/07/2017","7.3034","7.3420","7.3591","7.3003","","-0.47%"
"04/06/2017","7.3382","7.3519","7.3699","7.3357","","-0.15%"
"04/05/2017","7.3489","7.3513","7.3697","7.3323","","0.04%"
"04/04/2017","7.3458","7.3493","7.3547","7.3248","","0.05%"
"04/03/2017","7.3423","7.3420","7.3568","7.3293","","0.15%"
"03/31/2017","7.3313","7.3541","7.3751","7.3351","","-0.26%"
"03/30/2017","7.3505","7.4178","7.4227","7.3517","","-0.88%"
"03/29/2017","7.4155","7.4396","7.4616","7.4001","","-0.28%"
"03/28/2017","7.4364","7.4660","7.4841","7.4289","","-0.34%"
"03/27/2017","7.4615","7.4320","7.4962","7.4313","","0.45%"
"03/24/2017","7.4280","7.4254","7.4475","7.4116","","0.08%"
"03/23/2017","7.4220","7.4317","7.4422","7.4149","","-0.05%"
"03/22/2017","7.4260","7.4448","7.4518","7.4209","","-0.18%"
"03/21/2017","7.4391","7.4194","7.4529","7.4049","","0.34%"
"03/20/2017","7.4139","7.4132","7.4416","7.4081","","0.08%"
"03/17/2017","7.4078","7.4264","7.4464","7.4072","","-0.19%"
"03/16/2017","7.4218","7.4226","7.4320","7.3835","","0.04%"
"03/15/2017","7.4192","7.3327","7.4275","7.3316","","1.23%"
"03/14/2017","7.3292","7.3664","7.3753","7.3292","","-0.46%"
"03/13/2017","7.3628","7.3749","7.3988","7.3647","","-0.06%"
"03/10/2017","7.3669","7.3101","7.3936","7.3060","","0.84%"
"03/09/2017","7.3058","7.2868","7.3360","7.2766","","0.30%"
"03/08/2017","7.2838","7.2935","7.3024","7.2801","","-0.07%"
"03/07/2017","7.2892","7.2991","7.3147","7.2842","","-0.07%"
"03/06/2017","7.2941","7.3224","7.3345","7.2929","","-0.39%"
"03/03/2017","7.3229","7.2389","7.3283","7.2351","","1.21%"
"03/02/2017","7.2353","7.2580","7.2628","7.2300","","-0.27%"
"03/01/2017","7.2550","7.2634","7.2793","7.2345","","-0.09%"
"02/28/2017","7.2613","7.2742","7.3011","7.2592","","-0.11%"
"02/27/2017","7.2692","7.2555","7.3048","7.2472","","0.28%"
"02/24/2017","7.2489","7.2657","7.2955","7.2510","","-0.16%"
"02/23/2017","7.2602","7.2615","7.2763","7.2464","","0.03%"
"02/22/2017","7.2581","7.2541","7.2732","7.2168","","0.11%"
"02/21/2017","7.2498","7.3008","7.3036","7.2462","","-0.62%"
"02/20/2017","7.2947","7.2895","7.3125","7.2802","","0.16%"
"02/17/2017","7.2834","7.3157","7.3322","7.2813","","-0.38%"
"02/16/2017","7.3114","7.2841","7.3204","7.2721","","0.44%"
"02/15/2017","7.2792","7.2640","7.2899","7.2296","","0.25%"
"02/14/2017","7.2610","7.2934","7.3045","7.2520","","-0.35%"
"02/13/2017","7.2868","7.3157","7.3302","7.2868","","-0.40%"
"02/10/2017","7.3163","7.3192","7.3369","7.2967","","0.02%"
"02/09/2017","7.3150","7.3523","7.3561","7.3148","","-0.45%"
"02/08/2017","7.3482","7.3532","7.3657","7.3129","","-0.04%"
"02/07/2017","7.3508","7.3777","7.3791","7.3326","","-0.31%"
"02/06/2017","7.3738","7.4076","7.4217","7.3454","","-0.37%"
"02/03/2017","7.4012","7.4033","7.4185","7.3584","","0.04%"
"02/02/2017","7.3981","7.4105","7.4525","7.4005","","-0.07%"
"02/01/2017","7.4036","7.4305","7.4387","7.3851","","-0.28%"
"01/31/2017","7.4242","7.3610","7.4408","7.3517","","0.97%"
"01/30/2017","7.3527","7.3572","7.3920","7.3073","","-0.02%"
"01/27/2017","7.3540","7.3517","7.3809","7.3338","","0.13%"
"01/26/2017","7.3444","7.3968","7.4106","7.3334","","-0.66%"
"01/25/2017","7.3932","7.3608","7.4110","7.3516","","0.51%"
"01/24/2017","7.3560","7.3780","7.3906","7.3522","","-0.23%"
"01/23/2017","7.3728","7.3496","7.3821","7.3370","","0.27%"
"01/20/2017","7.3533","7.3282","7.3651","7.3063","","0.41%"
"01/19/2017","7.3233","7.2699","7.3320","7.2637","","0.78%"
"01/18/2017","7.2667","7.3434","7.3463","7.2672","","-1.00%"
"01/17/2017","7.3399","7.3147","7.3481","7.3095","","0.37%"
"01/16/2017","7.3125","7.3267","7.3401","7.2978","","-0.38%"
"01/13/2017","7.3407","7.3140","7.3643","7.3078","","0.44%"
"01/12/2017","7.3085","7.3415","7.3714","7.3112","","-0.43%"
"01/11/2017","7.3402","7.3053","7.3707","7.2523","","0.55%"
"01/10/2017","7.2999","7.3361","7.3595","7.3026","","-0.43%"
"01/09/2017","7.3317","7.2938","7.3423","7.2813","","0.65%"
"01/06/2017","7.2842","7.3082","7.3515","7.2771","","-0.25%"
"01/05/2017","7.3023","7.2749","7.3148","7.2216","","0.45%"
"01/04/2017","7.2698","7.2436","7.2822","7.2251","","0.43%"
"01/03/2017","7.2386","7.2603","7.2964","7.1980","","-0.30%"
"01/02/2017","7.2603","7.3138","7.3176","7.2565","","-0.53%"
"12/30/2016","7.2992","7.2968","7.4105","7.2895","","0.07%"
"12/29/2016","7.2942","7.2475","7.2999","7.2423","","0.72%"
"12/28/2016","7.2418","7.2703","7.2893","7.2172","","-0.32%"
"12/27/2016","7.2653","7.2648","7.2754","7.2486","","0.04%"
"12/26/2016","7.2627","7.2611","7.2778","7.2522","","0.06%"
"12/23/2016","7.2584","7.2542","7.2737","7.2417","","0.12%"
"12/22/2016","7.2495","7.2365","7.2983","7.2348","","0.24%"
"12/21/2016","7.2325","7.2202","7.2575","7.2157","","0.26%"
"12/20/2016","7.2138","7.2353","7.2433","7.1954","","-0.22%"
"12/19/2016","7.2300","7.2711","7.2864","7.2262","","-0.52%"
"12/16/2016","7.2680","7.2339","7.2906","7.2252","","0.57%"
"12/15/2016","7.2270","7.2748","7.2977","7.1981","","-0.62%"
"12/14/2016","7.2718","7.3341","7.3681","7.2472","","-0.79%"
"12/13/2016","7.3296","7.3455","7.3624","7.3188","","-0.17%"
"12/12/2016","7.3422","7.2897","7.3580","7.2700","","0.71%"
"12/09/2016","7.2901","7.3033","7.3386","7.2734","","-0.14%"
"12/08/2016","7.3000","7.3980","7.4776","7.2903","","-1.28%"
"12/07/2016","7.3945","7.3765","7.4100","7.3698","","0.33%"
"12/06/2016","7.3702","7.4068","7.4174","7.3621","","-0.42%"
"12/05/2016","7.4016","7.3524","7.4301","7.2346","","0.78%"
"12/02/2016","7.3442","7.3424","7.3596","7.3182","","0.08%"
"12/01/2016","7.3380","7.2918","7.3479","7.2884","","0.70%"
"11/30/2016","7.2871","7.3451","7.3575","7.2674","","-0.72%"
"11/29/2016","7.3400","7.3333","7.3499","7.2899","","0.15%"
"11/28/2016","7.3288","7.3343","7.3735","7.2974","","0.10%"
"11/25/2016","7.3216","7.3030","7.3517","7.2897","","0.32%"
"11/24/2016","7.2979","7.3022","7.3241","7.2775","","-0.07%"
"11/23/2016","7.3028","7.3220","7.3376","7.2835","","-0.22%"
"11/22/2016","7.3192","7.3267","7.3412","7.2917","","-0.06%"
"11/21/2016","7.3239","7.2913","7.3416","7.2868","","0.46%"
"11/18/2016","7.2902","7.3085","7.3276","7.2789","","-0.20%"
"11/17/2016","7.3047","7.3562","7.3834","7.3030","","-0.64%"
"11/16/2016","7.3515","7.3544","7.3905","7.3379","","0.03%"
"11/15/2016","7.3492","7.3515","7.4090","7.3475","","0.03%"
"11/14/2016","7.3471","7.3926","7.3933","7.3313","","-0.55%"
"11/11/2016","7.3878","7.4096","7.4408","7.3773","","-0.21%"
"11/10/2016","7.4031","7.3963","7.4391","7.3875","","0.14%"
"11/09/2016","7.3929","7.4838","7.6356","7.3933","","-1.15%"
"11/08/2016","7.4787","7.4817","7.5060","7.4709","","0.02%"
"11/07/2016","7.4771","7.5239","7.5257","7.4612","","-0.60%"
"11/04/2016","7.5226","7.5121","7.5304","7.4856","","0.21%"
"11/03/2016","7.5070","7.4990","7.5245","7.4798","","0.17%"
"11/02/2016","7.4940","7.4814","7.5166","7.4709","","0.25%"
"11/01/2016","7.4751","7.4402","7.4912","7.4246","","0.52%"
"10/31/2016","7.4366","7.4481","7.4528","7.4085","","-0.07%"
"10/28/2016","7.4421","7.3938","7.4518","7.3865","","0.73%"
"10/27/2016","7.3882","7.3867","7.4220","7.3748","","0.05%"
"10/26/2016","7.3847","7.3841","7.4099","7.3676","","0.08%"
"10/25/2016","7.3785","7.3724","7.3956","7.3578","","0.15%"
"10/24/2016","7.3675","7.3636","7.3844","7.3479","","0.07%"
"10/21/2016","7.3621","7.3724","7.3760","7.3473","","-0.10%"
"10/20/2016","7.3697","7.3939","7.4391","7.3608","","-0.31%"
"10/19/2016","7.3925","7.4019","7.4163","7.3810","","-0.09%"
"10/18/2016","7.3993","7.4113","7.4315","7.3935","","-0.10%"
"10/17/2016","7.4065","7.3842","7.4179","7.3769","","0.36%"
"10/14/2016","7.3796","7.4382","7.4412","7.3802","","-0.72%"
"10/13/2016","7.4329","7.3953","7.4405","7.3902","","0.54%"
"10/12/2016","7.3932","7.4305","7.4423","7.3915","","-0.45%"
"10/11/2016","7.4265","7.4711","7.4779","7.4262","","-0.54%"
"10/10/2016","7.4671","7.4702","7.5048","7.4512","","-0.01%"
"10/07/2016","7.4681","7.4395","7.4772","7.4075","","0.44%"
"10/06/2016","7.4354","7.4755","7.4815","7.4315","","-0.46%"
"10/05/2016","7.4701","7.4752","7.4956","7.4646","","-0.01%"
"10/04/2016","7.4707","7.4795","7.4986","7.4299","","-0.05%"
"10/03/2016","7.4747","7.4962","7.5022","7.4752","","-0.26%"
"09/30/2016","7.4941","7.4824","7.5071","7.4408","","0.20%"
"09/29/2016","7.4788","7.4876","7.5010","7.4647","","-0.06%"
"09/28/2016","7.4831","7.4806","7.4994","7.4584","","0.07%"
"09/27/2016","7.4781","7.5049","7.5109","7.4622","","-0.34%"
"09/26/2016","7.5038","7.4875","7.5222","7.4839","","0.26%"
"09/23/2016","7.4840","7.4700","7.4975","7.4636","","0.22%"
"09/22/2016","7.4672","7.4691","7.5081","7.4566","","0.10%"
"09/21/2016","7.4598","7.4423","7.4711","7.4209","","0.28%"
"09/20/2016","7.4391","7.4521","7.4803","7.4363","","-0.10%"
"09/19/2016","7.4468","7.4488","7.4677","7.4333","","0.08%"
"09/16/2016","7.4412","7.5035","7.5115","7.4388","","-0.78%"
"09/15/2016","7.4999","7.5076","7.5306","7.4862","","-0.05%"
"09/14/2016","7.5039","7.4933","7.5254","7.4783","","0.17%"
"09/13/2016","7.4909","7.5052","7.5211","7.4822","","-0.14%"
"09/12/2016","7.5016","7.5012","7.5276","7.4889","","0.04%"
"09/09/2016","7.4985","7.5040","7.5378","7.4811","","-0.06%"
"09/08/2016","7.5030","7.4883","7.5478","7.4840","","0.23%"
"09/07/2016","7.4858","7.5133","7.5214","7.4793","","-0.29%"
"09/06/2016","7.5076","7.4428","7.5197","7.4371","","0.92%"
"09/05/2016","7.4393","7.4508","7.4666","7.4371","","-0.13%"
"09/02/2016","7.4491","7.4708","7.5111","7.4466","","-0.25%"
"09/01/2016","7.4679","7.4528","7.4771","7.4328","","0.25%"
"08/31/2016","7.4495","7.4448","7.4584","7.4284","","0.14%"
"08/30/2016","7.4391","7.4717","7.4778","7.4347","","-0.42%"
"08/29/2016","7.4708","7.4686","7.4842","7.4527","","0.07%"
"08/26/2016","7.4659","7.5136","7.5673","7.4585","","-0.55%"
"08/25/2016","7.5073","7.5008","7.5234","7.4928","","0.16%"
"08/24/2016","7.4955","7.5082","7.5208","7.4838","","-0.09%"
"08/23/2016","7.5020","7.5286","7.5401","7.5046","","-0.26%"
"08/22/2016","7.5216","7.5207","7.5352","7.5072","","-0.15%"
"08/19/2016","7.5328","7.5284","7.5411","7.5171","","0.09%"
"08/18/2016","7.5260","7.4919","7.5377","7.4823","","0.54%"
"08/17/2016","7.4858","7.4721","7.5081","7.4574","","0.22%"
"08/16/2016","7.4692","7.4233","7.4929","7.4176","","0.63%"
"08/15/2016","7.4222","7.4074","7.4363","7.4008","","0.29%"
"08/12/2016","7.4004","7.3819","7.4444","7.3756","","0.28%"
"08/11/2016","7.3796","7.4189","7.4302","7.3789","","-0.46%"
"08/10/2016","7.4134","7.3992","7.4260","7.3888","","0.23%"
"08/09/2016","7.3961","7.3865","7.4031","7.3736","","0.14%"
"08/08/2016","7.3856","7.3801","7.3944","7.3720","","0.15%"
"08/05/2016","7.3749","7.3924","7.4138","7.3510","","-0.16%"
"08/04/2016","7.3870","7.3972","7.4070","7.3842","","-0.08%"
"08/03/2016","7.3927","7.4384","7.4455","7.3899","","-0.57%"
"08/02/2016","7.4353","7.4160","7.4481","7.4109","","0.32%"
"08/01/2016","7.4119","7.4186","7.4285","7.4040","","-0.05%"
"07/29/2016","7.4156","7.3726","7.4272","7.3653","","0.64%"
"07/28/2016","7.3684","7.3757","7.4032","7.3642","","-0.04%"
"07/27/2016","7.3715","7.3299","7.3811","7.3110","","0.61%"
"07/26/2016","7.3266","7.3441","7.3620","7.3227","","-0.18%"
"07/25/2016","7.3395","7.3274","7.3464","7.3136","","0.19%"
"07/22/2016","7.3256","7.3625","7.3681","7.3161","","-0.42%"
"07/21/2016","7.3562","7.3542","7.3839","7.3300","","0.05%"
"07/20/2016","7.3523","7.3804","7.3871","7.3355","","-0.33%"
"07/19/2016","7.3765","7.4253","7.4333","7.3661","","-0.57%"
"07/18/2016","7.4190","7.3861","7.4314","7.3837","","0.56%"
"07/15/2016","7.3779","7.4311","7.4487","7.3734","","-0.66%"
"07/14/2016","7.4269","7.4155","7.4636","7.4118","","0.22%"
"07/13/2016","7.4103","7.3982","7.4370","7.3876","","0.24%"
"07/12/2016","7.3927","7.4021","7.4411","7.3944","","-0.08%"
"07/11/2016","7.3983","7.3916","7.4090","7.3669","","0.09%"
"07/08/2016","7.3914","7.3906","7.4321","7.3547","","0.07%"
"07/07/2016","7.3863","7.4296","7.4369","7.3829","","-0.52%"
"07/06/2016","7.4252","7.3984","7.4380","7.3751","","0.41%"
"07/05/2016","7.3948","7.4345","7.4581","7.3880","","-0.47%"
"07/04/2016","7.4300","7.4157","7.4425","7.3968","","0.27%"
"07/01/2016","7.4100","7.3829","7.4377","7.3692","","0.41%"
"06/30/2016","7.3796","7.3834","7.4121","7.3288","","-0.01%"
"06/29/2016","7.3801","7.3562","7.3970","7.3417","","0.37%"
"06/28/2016","7.3527","7.3324","7.3830","7.3224","","0.35%"
"06/27/2016","7.3269","7.3320","7.3597","7.2834","","-0.35%"
"06/24/2016","7.3526","7.4922","7.5208","7.2109","","-1.76%"
"06/23/2016","7.4845","7.4306","7.5070","7.4293","","0.78%"
"06/22/2016","7.4265","7.4125","7.4554","7.4049","","0.27%"
"06/21/2016","7.4064","7.4413","7.4691","7.4055","","-0.43%"
"06/20/2016","7.4384","7.4337","7.4885","7.4308","","0.20%"
"06/17/2016","7.4238","7.3995","7.4411","7.3936","","0.38%"
"06/16/2016","7.3958","7.4105","7.4294","7.3364","","-0.13%"
"06/15/2016","7.4054","7.3927","7.4371","7.3780","","0.23%"
"06/14/2016","7.3881","7.4362","7.4454","7.3768","","-0.58%"
"06/13/2016","7.4314","7.3842","7.4452","7.3707","","0.72%"
"06/10/2016","7.3782","7.4256","7.4341","7.3786","","-0.57%"
"06/09/2016","7.4202","7.4809","7.4915","7.4180","","-0.71%"
"06/08/2016","7.4732","7.4639","7.4940","7.4577","","0.15%"
"06/07/2016","7.4620","7.4532","7.4781","7.4490","","0.19%"
"06/06/2016","7.4475","7.4531","7.4781","7.4341","","-0.16%"
"06/03/2016","7.4598","7.3421","7.4691","7.3316","","1.66%"
"06/02/2016","7.3377","7.3562","7.3845","7.3365","","-0.24%"
"06/01/2016","7.3552","7.3281","7.3621","7.3182","","0.44%"
"05/31/2016","7.3227","7.3328","7.3533","7.3203","","-0.15%"
"05/30/2016","7.3339","7.2951","7.3390","7.2836","","0.57%"
"05/27/2016","7.2925","7.3399","7.3474","7.2902","","-0.57%"
"05/26/2016","7.3346","7.3111","7.3537","7.3035","","0.34%"
"05/25/2016","7.3101","7.3053","7.3254","7.2991","","0.10%"
"05/24/2016","7.3025","7.3559","7.3599","7.2988","","-0.65%"
"05/23/2016","7.3502","7.3460","7.3634","7.3317","","0.02%"
"05/20/2016","7.3487","7.3346","7.3570","7.3271","","0.25%"
"05/19/2016","7.3306","7.3346","7.3501","7.3197","","-0.01%"
"05/18/2016","7.3312","7.3772","7.3862","7.3310","","-0.55%"
"05/17/2016","7.3714","7.3827","7.4061","7.3708","","-0.07%"
"05/16/2016","7.3762","7.3877","7.3976","7.3748","","-0.06%"
"05/13/2016","7.3805","7.4141","7.4199","7.3679","","-0.39%"
"05/12/2016","7.4097","7.4184","7.4377","7.4079","","-0.05%"
"05/11/2016","7.4134","7.4126","7.4409","7.4071","","0.10%"
"05/10/2016","7.4063","7.4182","7.4356","7.4017","","-0.10%"
"05/09/2016","7.4136","7.4112","7.4380","7.3969","","0.08%"
"05/06/2016","7.4079","7.4195","7.4616","7.4008","","-0.11%"
"05/05/2016","7.4162","7.4612","7.4789","7.4060","","-0.57%"
"05/04/2016","7.4589","7.4633","7.4932","7.4545","","-0.02%"
"05/03/2016","7.4603","7.4678","7.5178","7.4570","","-0.07%"
"05/02/2016","7.4656","7.4102","7.4701","7.4096","","0.68%"
"04/29/2016","7.4151","7.3521","7.4269","7.3404","","0.91%"
"04/28/2016","7.3481","7.3533","7.3676","7.3234","","-0.03%"
"04/27/2016","7.3506","7.3367","7.3800","7.3215","","0.24%"
"04/26/2016","7.3330","7.3150","7.3635","7.3054","","0.29%"
"04/25/2016","7.3116","7.3006","7.3236","7.2912","","0.16%"
"04/22/2016","7.2999","7.3168","7.3336","7.2924","","-0.20%"
"04/21/2016","7.3145","7.3100","7.3803","7.3035","","0.13%"
"04/20/2016","7.3050","7.3342","7.3636","7.3045","","-0.38%"
"04/19/2016","7.3327","7.3260","7.3584","7.3179","","0.16%"
"04/18/2016","7.3208","7.3155","7.3395","7.3055","","0.26%"
"04/15/2016","7.3015","7.3049","7.3257","7.2906","","0.00%"
"04/14/2016","7.3015","7.3037","7.3217","7.2874","","0.01%"
"04/13/2016","7.3006","7.3614","7.3662","7.2986","","-0.79%"
"04/12/2016","7.3585","7.3697","7.4078","7.3429","","-0.10%"
"04/11/2016","7.3660","7.3759","7.4025","7.3588","","-0.01%"
"04/08/2016","7.3669","7.3536","7.3840","7.3423","","0.26%"
"04/07/2016","7.3481","7.3875","7.4048","7.3357","","-0.47%"
"04/06/2016","7.3830","7.3737","7.4096","7.3453","","0.16%"
"04/05/2016","7.3710","7.3805","7.3892","7.3404","","-0.09%"
"04/04/2016","7.3780","7.3811","7.3944","7.3574","","0.03%"
"04/01/2016","7.3760","7.3393","7.3945","7.3332","","0.54%"
"03/31/2016","7.3365","7.3301","7.3671","7.3115","","0.12%"
"03/30/2016","7.3279","7.3459","7.3555","7.3146","","-0.23%"
"03/29/2016","7.3450","7.2858","7.3557","7.2707","","0.87%"
"03/28/2016","7.2818","7.2745","7.3062","7.2656","","0.15%"
"03/25/2016","7.2706","7.2801","7.2890","7.2639","","-0.08%"
"03/24/2016","7.2763","7.2747","7.2886","7.2582","","0.05%"
"03/23/2016","7.2729","7.2799","7.2854","7.2594","","-0.04%"
"03/22/2016","7.2758","7.2913","7.3103","7.2656","","-0.12%"
"03/21/2016","7.2842","7.2935","7.3175","7.2822","","-0.05%"
"03/18/2016","7.2877","7.3284","7.3377","7.2877","","-0.54%"
"03/17/2016","7.3272","7.3203","7.3502","7.2811","","0.16%"
"03/16/2016","7.3155","7.2370","7.3327","7.2111","","1.15%"
"03/15/2016","7.2324","7.2166","7.2460","7.2095","","0.23%"
"03/14/2016","7.2158","7.2432","7.2594","7.1990","","-0.34%"
"03/11/2016","7.2402","7.2750","7.2964","7.2024","","-0.42%"
"03/10/2016","7.2709","7.1679","7.3013","7.0605","","1.50%"
"03/09/2016","7.1635","7.1588","7.1878","7.1299","","0.11%"
"03/08/2016","7.1555","7.1776","7.1932","7.1500","","-0.27%"
"03/07/2016","7.1749","7.1644","7.1857","7.1299","","0.24%"
"03/04/2016","7.1579","7.1565","7.1893","7.1082","","0.04%"
"03/03/2016","7.1549","7.1232","7.1670","7.1018","","0.53%"
"03/02/2016","7.1171","7.1208","7.1293","7.0911","","0.02%"
"03/01/2016","7.1159","7.1256","7.1390","7.0959","","-0.10%"
"02/29/2016","7.1232","7.1500","7.1778","7.1160","","-0.34%"
"02/26/2016","7.1478","7.1993","7.2360","7.1362","","-0.71%"
"02/25/2016","7.1989","7.1940","7.2202","7.1783","","0.14%"
"02/24/2016","7.1891","7.1929","7.2153","7.1625","","-0.01%"
"02/23/2016","7.1900","7.1929","7.2145","7.1730","","0.00%"
"02/22/2016","7.1899","7.2578","7.2634","7.1755","","-0.94%"
"02/19/2016","7.2583","7.2404","7.2659","7.2169","","0.32%"
"02/18/2016","7.2350","7.2646","7.2728","7.2155","","-0.38%"
"02/17/2016","7.2626","7.2625","7.2955","7.2455","","0.05%"
"02/16/2016","7.2588","7.2465","7.2944","7.2445","","0.22%"
"02/15/2016","7.2431","7.3966","7.3986","7.2267","","-2.09%"
"02/12/2016","7.3976","7.4473","7.4506","7.3717","","-0.56%"
"02/11/2016","7.4390","7.4220","7.4788","7.4105","","0.28%"
"02/10/2016","7.4180","7.4239","7.4361","7.3362","","-0.02%"
"02/09/2016","7.4193","7.3611","7.4538","7.3381","","0.86%"
"02/08/2016","7.3562","7.3352","7.3740","7.2875","","0.35%"
"02/05/2016","7.3306","7.3579","7.3912","7.3025","","-0.34%"
"02/04/2016","7.3554","7.3031","7.3912","7.2810","","0.74%"
"02/03/2016","7.3012","7.1848","7.3311","7.1728","","1.65%"
"02/02/2016","7.1828","7.1632","7.1989","7.1596","","0.31%"
"02/01/2016","7.1606","7.1239","7.1796","7.1110","","0.52%"
"01/29/2016","7.1236","7.1926","7.2007","7.1087","","-0.93%"
"01/28/2016","7.1904","7.1649","7.2120","7.1466","","0.38%"
"01/27/2016","7.1633","7.1558","7.1810","7.1386","","0.14%"
"01/26/2016","7.1533","7.1379","7.1572","7.1210","","0.24%"
"01/25/2016","7.1362","7.1047","7.1439","7.0975","","0.49%"
"01/22/2016","7.1012","7.1555","7.1578","7.0979","","-0.73%"
"01/21/2016","7.1531","7.1655","7.1861","7.0916","","-0.14%"
"01/20/2016","7.1629","7.1769","7.2224","7.1550","","-0.15%"
"01/19/2016","7.1736","7.1657","7.1969","7.1436","","0.13%"
"01/18/2016","7.1643","7.1898","7.2046","7.1499","","-0.30%"
"01/15/2016","7.1858","7.1602","7.2331","7.1526","","0.38%"
"01/14/2016","7.1584","7.1544","7.2136","7.1398","","0.14%"
"01/13/2016","7.1482","7.1361","7.1600","7.1039","","0.21%"
"01/12/2016","7.1330","7.1339","7.1702","7.1108","","0.02%"
"01/11/2016","7.1316","7.2063","7.2367","7.1266","","-1.03%"
"01/08/2016","7.2057","7.2081","7.2123","7.1186","","-0.04%"
"01/07/2016","7.2083","7.0687","7.2140","7.0632","","2.02%"
"01/06/2016","7.0654","7.0103","7.0815","7.0042","","0.81%"
"01/05/2016","7.0084","7.0785","7.0840","6.9856","","-0.95%"
"01/04/2016","7.0755","7.0511","7.1470","7.0307","","0.37%"
"01/01/2016","7.0491","7.0524","7.0583","7.0414","","-0.02%"
"12/31/2015","7.0504","7.0978","7.1027","7.0459","","-0.59%"
"12/30/2015","7.0925","7.0810","7.1043","7.0764","","0.21%"
"12/29/2015","7.0777","7.1165","7.1284","7.0674","","-0.50%"
"12/28/2015","7.1131","7.0949","7.1333","7.0923","","0.12%"
"12/25/2015","7.1048","7.1072","7.1098","7.0839","","0.02%"
"12/24/2015","7.1033","7.0686","7.1082","7.0608","","0.54%"
"12/23/2015","7.0650","7.0992","7.1001","7.0414","","-0.43%"
"12/22/2015","7.0958","7.0748","7.1173","7.0627","","0.36%"
"12/21/2015","7.0702","7.0412","7.0897","7.0304","","0.42%"
"12/18/2015","7.0405","7.0196","7.0493","7.0021","","0.33%"
"12/17/2015","7.0170","7.0660","7.0669","7.0027","","-0.64%"
"12/16/2015","7.0619","7.0648","7.1265","7.0481","","0.04%"
"12/15/2015","7.0588","7.0997","7.1486","7.0448","","-0.56%"
"12/14/2015","7.0982","7.0915","7.1369","7.0695","","0.10%"
"12/11/2015","7.0908","7.0452","7.1208","7.0355","","0.70%"
"12/10/2015","7.0413","7.0888","7.0915","7.0333","","-0.63%"
"12/09/2015","7.0858","6.9893","7.0985","6.9803","","1.38%"
"12/08/2015","6.9892","6.9449","6.9967","6.9385","","0.66%"
"12/07/2015","6.9432","6.9561","6.9698","6.9177","","-0.34%"
