"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/2022","7.1071","7.0758","7.1153","7.0519","77.51K","0.57%"
"05/20/2022","7.0669","7.1072","7.1174","7.0489","84.12K","-0.50%"
"05/19/2022","7.1023","7.0720","7.1206","7.0656","84.14K","0.48%"
"05/18/2022","7.0687","7.1076","7.1208","7.0649","84.25K","-0.47%"
"05/17/2022","7.1020","7.0808","7.1120","7.0587","82.31K","0.39%"
"05/16/2022","7.0745","7.0640","7.0981","7.0477","68.99K","0.11%"
"05/13/2022","7.0670","7.0442","7.0788","7.0385","81.34K","0.34%"
"05/12/2022","7.0432","7.0652","7.1165","7.0270","108.90K","-0.26%"
"05/11/2022","7.0619","7.0909","7.1112","7.0591","113.54K","-0.39%"
"05/10/2022","7.0892","7.1057","7.1251","7.0742","76.48K","-0.19%"
"05/09/2022","7.1030","7.0342","7.1303","7.0089","71.50K","1.01%"
"05/06/2022","7.0323","7.0178","7.0740","7.0023","89.44K","0.28%"
"05/05/2022","7.0128","7.0199","7.0293","6.9820","91.31K","-0.08%"
"05/04/2022","7.0184","6.9495","7.0258","6.9426","64.71K","0.96%"
"05/03/2022","6.9516","6.9422","6.9908","6.9333","68.53K","0.17%"
"05/02/2022","6.9397","6.9720","6.9845","6.9323","49.74K","-0.37%"
"04/29/2022","6.9655","6.9546","6.9945","6.9292","92.36K","0.16%"
"04/28/2022","6.9542","6.9260","6.9812","6.9086","94.83K","0.44%"
"04/27/2022","6.9236","6.9746","6.9863","6.8979","94.74K","-0.69%"
"04/26/2022","6.9715","7.0271","7.0423","6.9733","96.51K","-0.76%"
"04/25/2022","7.0248","7.0484","7.0663","7.0154","103.70K","0.11%"
"04/22/2022","7.0172","6.9913","7.0509","6.9871","79.54K","0.40%"
"04/21/2022","6.9892","6.9655","7.0482","6.9447","91.27K","0.35%"
"04/20/2022","6.9650","6.8973","6.9747","6.8944","89.01K","1.01%"
"04/19/2022","6.8955","6.8656","6.9126","6.8561","82.56K","0.53%"
"04/18/2022","6.8593","6.8841","6.8952","6.8570","39.08K","-0.36%"
"04/15/2022","6.8840","6.9066","6.9088","6.8780","44.66K","-0.31%"
"04/14/2022","6.9056","6.9331","6.9609","6.8613","89.76K","-0.37%"
"04/13/2022","6.9314","6.8926","6.9385","6.8814","77.34K","0.59%"
"04/12/2022","6.8909","6.9319","6.9450","6.8887","57.77K","-0.54%"
"04/11/2022","6.9281","6.9602","6.9707","6.9246","63.60K","0.14%"
"04/08/2022","6.9182","6.9195","6.9323","6.8972","59.15K","0.05%"
"04/07/2022","6.9145","6.9292","6.9600","6.9110","65.82K","-0.19%"
"04/06/2022","6.9275","6.9396","6.9587","6.9187","60.40K","-0.14%"
"04/05/2022","6.9370","6.9823","6.9927","6.9355","50.42K","-0.61%"
"04/04/2022","6.9797","7.0243","7.0347","6.9740","70.49K","-0.75%"
"04/01/2022","7.0325","7.0153","7.0442","7.0117","100.41K","0.26%"
"03/31/2022","7.0144","7.0827","7.1037","7.0124","80.60K","-0.94%"
"03/30/2022","7.0813","7.0560","7.0930","7.0531","85.82K","0.44%"
"03/29/2022","7.0503","6.9967","7.0915","6.9898","88.09K","0.80%"
"03/28/2022","6.9945","6.9958","7.0097","6.9716","61.80K","0.06%"
"03/25/2022","6.9903","7.0027","7.0235","6.9895","58.42K","-0.15%"
"03/24/2022","7.0005","7.0122","7.0189","6.9844","57.20K","-0.16%"
"03/23/2022","7.0117","7.0216","7.0355","6.9851","66.55K","-0.12%"
"03/22/2022","7.0204","7.0031","7.0290","6.9716","71.07K","0.30%"
"03/21/2022","6.9996","7.0355","7.0393","6.9977","67.71K","-0.41%"
"03/18/2022","7.0282","7.0395","7.0576","7.0005","60.25K","-0.13%"
"03/17/2022","7.0370","7.0104","7.0696","6.9918","80.68K","0.44%"
"03/16/2022","7.0064","6.9796","7.0177","6.9552","88.62K","0.45%"
"03/15/2022","6.9753","6.9641","7.0314","6.9569","86.59K","0.25%"
"03/14/2022","6.9580","6.9377","6.9988","6.9180","75.40K","0.62%"
"03/11/2022","6.9151","6.9440","6.9971","6.9114","92.75K","-0.40%"
"03/10/2022","6.9426","6.9970","7.0308","6.9389","94.63K","-0.77%"
"03/09/2022","6.9965","6.8893","7.0102","6.8808","106.50K","1.61%"
"03/08/2022","6.8858","6.8606","6.9250","6.8530","106.91K","0.41%"
"03/07/2022","6.8578","6.9223","6.9223","6.8284","107.35K","-0.67%"
"03/04/2022","6.9039","6.9949","6.9955","6.8797","90.11K","-1.26%"
"03/03/2022","6.9919","7.0278","7.0319","6.9731","85.50K","-0.54%"
"03/02/2022","7.0296","7.0236","7.0462","6.9849","84.17K","0.11%"
"03/01/2022","7.0217","7.0777","7.0931","6.9999","94.36K","-0.79%"
"02/28/2022","7.0774","7.0624","7.0960","7.0263","91.76K","-0.56%"
"02/25/2022","7.1173","7.0836","7.1230","7.0511","86.34K","0.50%"
"02/24/2022","7.0820","7.1442","7.1445","7.0292","110.89K","-0.81%"
"02/23/2022","7.1398","7.1658","7.1786","7.1363","70.66K","-0.34%"
"02/22/2022","7.1642","7.1665","7.1973","7.1560","92.82K","0.00%"
"02/21/2022","7.1643","7.1574","7.2148","7.1546","57.82K","0.05%"
"02/18/2022","7.1606","7.2017","7.2071","7.1568","69.52K","-0.55%"
"02/17/2022","7.2001","7.2082","7.2169","7.1744","85.97K","-0.04%"
"02/16/2022","7.2027","7.2014","7.2238","7.1906","76.64K","0.07%"
"02/15/2022","7.1980","7.1885","7.2133","7.1744","80.44K","0.16%"
"02/14/2022","7.1862","7.2086","7.2270","7.1711","86.91K","-0.35%"
"02/11/2022","7.2112","7.2615","7.2637","7.1994","88.81K","-0.66%"
"02/10/2022","7.2591","7.2719","7.3047","7.2328","89.74K","-0.10%"
"02/09/2022","7.2666","7.2684","7.2844","7.2545","72.56K","0.01%"
"02/08/2022","7.2662","7.2804","7.2846","7.2544","105.60K","-0.12%"
"02/07/2022","7.2752","7.2626","7.2878","7.2459","80.85K","-0.07%"
"02/04/2022","7.2802","7.2764","7.3053","7.2585","85.84K","0.07%"
"02/03/2022","7.2751","7.1911","7.2846","7.1669","68.02K","1.20%"
"02/02/2022","7.1886","7.1689","7.2077","7.1663","48.06K","0.29%"
"02/01/2022","7.1676","7.1460","7.1749","7.1374","53.47K","0.32%"
"01/31/2022","7.1447","7.0903","7.1552","7.0849","55.97K","0.81%"
"01/28/2022","7.0875","7.0981","7.1066","7.0748","67.66K","-0.06%"
"01/27/2022","7.0917","7.1047","7.1327","7.0889","73.82K","-0.15%"
"01/26/2022","7.1025","7.1491","7.1532","7.1016","67.75K","-0.63%"
"01/25/2022","7.1474","7.1693","7.1731","7.1277","77.62K","-0.29%"
"01/24/2022","7.1679","7.1904","7.1922","7.1451","98.18K","-0.28%"
"01/21/2022","7.1879","7.1730","7.1995","7.1657","75.51K","0.23%"
"01/20/2022","7.1712","7.1965","7.2124","7.1670","79.43K","-0.34%"
"01/19/2022","7.1955","7.1922","7.2076","7.1893","93.43K","0.02%"
"01/18/2022","7.1942","7.2430","7.2512","7.1878","107.31K","-0.65%"
"01/17/2022","7.2414","7.2511","7.2600","7.2312","66.35K","-0.13%"
"01/14/2022","7.2506","7.2865","7.3008","7.2409","68.96K","-0.45%"
"01/13/2022","7.2835","7.2759","7.3023","7.2706","64.56K","0.12%"
"01/12/2022","7.2748","7.2448","7.2826","7.2259","65.62K","0.43%"
"01/11/2022","7.2435","7.2211","7.2509","7.2102","63.97K","0.33%"
"01/10/2022","7.2197","7.2407","7.2462","7.1913","60.22K","-0.33%"
"01/07/2022","7.2435","7.2084","7.2487","7.1999","49.81K","0.52%"
"01/06/2022","7.2061","7.2007","7.2341","7.1921","72.36K","0.09%"
"01/05/2022","7.1996","7.1927","7.2231","7.1860","49.57K","0.12%"
"01/04/2022","7.1909","7.1811","7.2160","7.1783","52.23K","0.23%"
"01/03/2022","7.1741","7.2241","7.2339","7.1694","33.87K","-0.65%"
"12/31/2021","7.2211","7.2156","7.2377","7.1800","30.87K","0.14%"
"12/30/2021","7.2111","7.2282","7.2349","7.1997","42.77K","-0.21%"
"12/29/2021","7.2264","7.2033","7.2406","7.1779","47.73K","0.34%"
"12/28/2021","7.2020","7.2167","7.2217","7.1880","47.94K","-0.18%"
"12/27/2021","7.2152","7.2069","7.2237","7.2000","42.66K","0.13%"
"12/24/2021","7.2058","7.2175","7.2260","7.1974","51.72K","-0.13%"
"12/23/2021","7.2155","7.2142","7.2279","7.1922","64.07K","0.04%"
"12/22/2021","7.2128","7.1871","7.2254","7.1763","69.28K","0.33%"
"12/21/2021","7.1891","7.1899","7.2024","7.1743","80.79K","0.01%"
"12/20/2021","7.1885","7.1677","7.2085","7.1626","86.49K","0.34%"
"12/17/2021","7.1640","7.2156","7.2354","7.1629","70.97K","-0.68%"
"12/16/2021","7.2130","7.1865","7.2344","7.1820","73.83K","0.38%"
"12/15/2021","7.1855","7.1692","7.1951","7.1454","106.65K","0.25%"
"12/14/2021","7.1674","7.1849","7.2063","7.1654","159.43K","-0.17%"
"12/13/2021","7.1794","7.2087","7.2112","7.1627","80.43K","-0.33%"
"12/10/2021","7.2034","7.2022","7.2141","7.1735","105.62K","0.03%"
"12/09/2021","7.2011","7.1957","7.2182","7.1775","96.82K","0.09%"
"12/08/2021","7.1948","7.1736","7.2042","7.1512","158.42K","0.32%"
"12/07/2021","7.1716","7.1970","7.1987","7.1492","161.61K","-0.32%"
"12/06/2021","7.1949","7.2188","7.2188","7.1836","98.56K","-0.25%"
"12/03/2021","7.2129","7.2068","7.2229","7.1834","85.24K","0.12%"
"12/02/2021","7.2046","7.2087","7.2372","7.2027","100.30K","-0.03%"
"12/01/2021","7.2071","7.2165","7.2335","7.1979","131.30K","-0.10%"
"11/30/2021","7.2142","7.2138","7.2536","7.1506","145.90K","0.05%"
"11/29/2021","7.2108","7.2257","7.2344","7.1871","102.92K","-0.32%"
"11/26/2021","7.2343","7.1580","7.2443","7.1557","129.38K","1.09%"
"11/25/2021","7.1562","7.1594","7.1748","7.1557","87.23K","0.00%"
"11/24/2021","7.1561","7.1896","7.1937","7.1494","94.73K","-0.43%"
"11/23/2021","7.1873","7.1753","7.2049","7.1697","107.07K","0.21%"
"11/22/2021","7.1720","7.2124","7.2144","7.1708","140.57K","-0.51%"
"11/19/2021","7.2089","7.2616","7.2636","7.1889","70.62K","-0.69%"
"11/18/2021","7.2592","7.2192","7.2642","7.2130","108.15K","0.56%"
"11/17/2021","7.2187","7.2374","7.2415","7.1990","90.59K","-0.23%"
"11/16/2021","7.2350","7.2564","7.2691","7.2297","93.36K","-0.27%"
"11/15/2021","7.2549","7.3060","7.3173","7.2485","80.07K","-0.67%"
"11/12/2021","7.3036","7.3198","7.3257","7.2947","82.40K","-0.17%"
"11/11/2021","7.3163","7.3357","7.3579","7.3124","67.80K","-0.22%"
"11/10/2021","7.3324","7.4109","7.4136","7.3315","92.23K","-1.03%"
"11/09/2021","7.4085","7.4085","7.4224","7.3938","64.59K","0.06%"
"11/08/2021","7.4043","7.3939","7.4138","7.3882","74.07K","0.06%"
"11/05/2021","7.3999","7.3917","7.4064","7.3705","79.48K","0.13%"
"11/04/2021","7.3905","7.4391","7.4429","7.3722","88.50K","-0.63%"
"11/03/2021","7.4375","7.4106","7.4426","7.4001","91.34K","0.39%"
"11/02/2021","7.4087","7.4265","7.4321","7.4075","82.15K","-0.20%"
"11/01/2021","7.4233","7.4045","7.4278","7.3923","94.12K","0.25%"
"10/29/2021","7.4048","7.4654","7.4724","7.3887","72.97K","-0.81%"
"10/28/2021","7.4649","7.4191","7.4740","7.4076","82.66K","0.65%"
"10/27/2021","7.4167","7.4021","7.4326","7.3976","64.83K","0.24%"
"10/26/2021","7.3987","7.4120","7.4194","7.3944","58.13K","-0.17%"
"10/25/2021","7.4111","7.4343","7.4495","7.4057","69.98K","-0.33%"
"10/22/2021","7.4353","7.4309","7.4453","7.4200","65.76K","0.09%"
"10/21/2021","7.4287","7.4496","7.4581","7.4287","69.19K","-0.26%"
"10/20/2021","7.4479","7.4253","7.4557","7.4211","63.76K","0.32%"
"10/19/2021","7.4238","7.4657","7.4783","7.4210","94.04K","-0.53%"
"10/18/2021","7.4634","7.4635","7.4738","7.4427","85.33K","0.02%"
"10/15/2021","7.4622","7.4697","7.4755","7.4565","83.88K","-0.03%"
"10/14/2021","7.4642","7.4521","7.4829","7.4505","53.37K","0.20%"
"10/13/2021","7.4493","7.4344","7.4560","7.4320","87.71K","0.22%"
"10/12/2021","7.4332","7.4538","7.4672","7.4318","54.36K","-0.23%"
"10/11/2021","7.4505","7.4606","7.4718","7.4438","66.50K","-0.04%"
"10/08/2021","7.4532","7.4466","7.4689","7.4415","60.70K","0.12%"
"10/07/2021","7.4442","7.4498","7.4604","7.4443","58.88K","-0.05%"
"10/06/2021","7.4481","7.4801","7.4814","7.4321","68.60K","-0.35%"
"10/05/2021","7.4739","7.4930","7.4933","7.4652","67.91K","-0.21%"
"10/04/2021","7.4893","7.4733","7.5046","7.4698","52.38K","0.22%"
"10/01/2021","7.4726","7.4665","7.4833","7.4540","51.54K","0.11%"
"09/30/2021","7.4642","7.5039","7.5143","7.4536","82.57K","-0.51%"
"09/29/2021","7.5022","7.5469","7.5654","7.4994","77.58K","-0.57%"
"09/28/2021","7.5453","7.5521","7.5624","7.5352","85.78K","-0.05%"
"09/27/2021","7.5490","7.5816","7.5842","7.5487","65.60K","-0.33%"
"09/24/2021","7.5743","7.5817","7.5921","7.5649","81.10K","-0.08%"
"09/23/2021","7.5803","7.5519","7.5898","7.5499","89.73K","0.44%"
"09/22/2021","7.5472","7.5824","7.5974","7.5503","87.34K","-0.43%"
"09/21/2021","7.5795","7.5824","7.5982","7.5749","67.83K","-0.02%"
"09/20/2021","7.5808","7.5862","7.5895","7.5652","68.96K","0.00%"
"09/17/2021","7.5808","7.5957","7.6128","7.5808","80.93K","-0.19%"
"09/16/2021","7.5955","7.6007","7.6065","7.5797","104.44K","-0.05%"
"09/15/2021","7.5994","7.6023","7.6145","7.5920","81.41K","0.01%"
"09/14/2021","7.5984","7.6209","7.6321","7.5981","86.04K","-0.25%"
"09/13/2021","7.6175","7.6131","7.6254","7.5984","61.43K","0.06%"
"09/10/2021","7.6129","7.6342","7.6376","7.6088","79.24K","-0.21%"
"09/09/2021","7.6288","7.6359","7.6468","7.6182","65.90K","-0.05%"
"09/08/2021","7.6326","7.6571","7.6623","7.6240","86.69K","-0.29%"
"09/07/2021","7.6547","7.6659","7.6806","7.6536","78.42K","-0.07%"
"09/06/2021","7.6598","7.6654","7.6715","7.6528","55.74K","-0.10%"
"09/03/2021","7.6672","7.6668","7.6792","7.6393","90.27K","0.03%"
"09/02/2021","7.6650","7.6492","7.6684","7.6432","69.38K","0.25%"
"09/01/2021","7.6457","7.6301","7.6603","7.6186","81.38K","0.23%"
"08/31/2021","7.6278","7.6287","7.6580","7.6186","78.49K","0.02%"
"08/30/2021","7.6264","7.6322","7.6422","7.6196","59.04K","-0.07%"
"08/27/2021","7.6314","7.6170","7.6435","7.6041","108.10K","0.21%"
"08/26/2021","7.6151","7.6233","7.6374","7.6137","88.64K","-0.09%"
"08/25/2021","7.6218","7.6065","7.6259","7.5953","90.74K","0.22%"
"08/24/2021","7.6054","7.6131","7.6156","7.5951","60.35K","-0.06%"
"08/23/2021","7.6101","7.6029","7.6172","7.5956","70.78K","0.08%"
"08/20/2021","7.6038","7.5827","7.6104","7.5806","72.84K","0.30%"
"08/19/2021","7.5813","7.5942","7.5987","7.5744","91.77K","-0.15%"
"08/18/2021","7.5929","7.5952","7.6150","7.5811","83.61K","-0.01%"
"08/17/2021","7.5938","7.6246","7.6381","7.5935","79.11K","-0.41%"
"08/16/2021","7.6247","7.6394","7.6456","7.6188","80.00K","-0.16%"
"08/13/2021","7.6368","7.5986","7.6469","7.5983","66.24K","0.51%"
"08/12/2021","7.5983","7.6052","7.6105","7.5953","77.06K","-0.07%"
"08/11/2021","7.6036","7.6016","7.6153","7.5896","69.27K","0.06%"
"08/10/2021","7.5994","7.6136","7.6153","7.5920","115.94K","-0.17%"
"08/09/2021","7.6123","7.6259","7.6275","7.6105","81.63K","-0.15%"
"08/06/2021","7.6234","7.6464","7.6490","7.6201","69.34K","-0.27%"
"08/05/2021","7.6444","7.6541","7.6616","7.6418","83.42K","-0.10%"
"08/04/2021","7.6519","7.6765","7.6846","7.6498","85.45K","-0.28%"
"08/03/2021","7.6734","7.6692","7.6882","7.6684","64.18K","0.06%"
"08/02/2021","7.6685","7.6659","7.6881","7.6638","51.54K","-0.01%"
"07/30/2021","7.6691","7.6754","7.6941","7.6582","66.49K","-0.06%"
"07/29/2021","7.6738","7.6884","7.6904","7.6651","86.75K","-0.16%"
"07/28/2021","7.6861","7.6942","7.6991","7.6417","100.13K","-0.07%"
"07/27/2021","7.6914","7.6522","7.7102","7.6380","70.41K","0.56%"
"07/26/2021","7.6487","7.6338","7.6608","7.6240","55.12K","0.27%"
"07/23/2021","7.6279","7.6153","7.6346","7.6122","79.52K","0.17%"
"07/22/2021","7.6151","7.6277","7.6513","7.6076","68.50K","-0.13%"
"07/21/2021","7.6252","7.6406","7.6420","7.6088","70.76K","-0.17%"
"07/20/2021","7.6381","7.6595","7.6611","7.6204","104.61K","-0.24%"
"07/19/2021","7.6561","7.6506","7.6727","7.6302","83.53K","0.11%"
"07/16/2021","7.6479","7.6329","7.6581","7.6270","77.46K","0.28%"
"07/15/2021","7.6269","7.6572","7.6604","7.6210","81.76K","-0.38%"
"07/14/2021","7.6558","7.6176","7.6589","7.6147","60.47K","0.52%"
"07/13/2021","7.6160","7.6813","7.6862","7.6147","64.65K","-0.82%"
"07/12/2021","7.6788","7.6918","7.6974","7.6640","79.94K","-0.18%"
"07/09/2021","7.6923","7.6871","7.6983","7.6703","56.77K","0.09%"
"07/08/2021","7.6852","7.6330","7.7025","7.6292","64.50K","0.73%"
"07/07/2021","7.6296","7.6610","7.6622","7.6250","63.03K","-0.33%"
"07/06/2021","7.6550","7.6686","7.6847","7.6421","95.71K","-0.14%"
"07/05/2021","7.6658","7.6784","7.6842","7.6555","56.77K","-0.17%"
"07/02/2021","7.6785","7.6659","7.6868","7.6470","81.79K","0.20%"
"07/01/2021","7.6632","7.6576","7.6867","7.6490","70.56K","0.12%"
"06/30/2021","7.6543","7.6899","7.6967","7.6483","77.67K","-0.44%"
"06/29/2021","7.6883","7.6996","7.7038","7.6779","71.21K","-0.12%"
"06/28/2021","7.6975","7.7056","7.7131","7.6862","62.71K","-0.06%"
"06/25/2021","7.7022","7.7220","7.7298","7.6994","67.29K","-0.22%"
"06/24/2021","7.7188","7.7214","7.7332","7.7136","83.25K","0.00%"
"06/23/2021","7.7187","7.7380","7.7485","7.7162","69.48K","-0.24%"
"06/22/2021","7.7371","7.7066","7.7474","7.6874","96.42K","0.44%"
"06/21/2021","7.7035","7.6585","7.7147","7.6489","128.06K","0.66%"
"06/18/2021","7.6527","7.6787","7.6883","7.6419","120.34K","-0.31%"
"06/17/2021","7.6766","7.6741","7.7127","7.6661","107.65K","0.05%"
"06/16/2021","7.6724","7.7687","7.7713","7.6725","91.30K","-1.20%"
"06/15/2021","7.7657","7.7546","7.7784","7.7453","73.81K","0.19%"
"06/14/2021","7.7509","7.7488","7.7623","7.7383","49.58K","0.09%"
"06/11/2021","7.7438","7.7806","7.7910","7.7367","94.72K","-0.46%"
"06/10/2021","7.7795","7.7803","7.7935","7.7628","95.94K","0.03%"
"06/09/2021","7.7775","7.7913","7.8044","7.7758","76.21K","-0.15%"
"06/08/2021","7.7894","7.7981","7.8036","7.7770","75.47K","-0.09%"
"06/07/2021","7.7965","7.7817","7.8067","7.7693","60.45K","0.23%"
"06/04/2021","7.7789","7.7672","7.7922","7.7523","68.56K","0.20%"
"06/03/2021","7.7637","7.7913","7.8026","7.7598","65.40K","-0.34%"
"06/02/2021","7.7900","7.7947","7.8071","7.7666","73.69K","0.00%"
"06/01/2021","7.7901","7.7886","7.8228","7.7815","80.50K","0.05%"
"05/31/2021","7.7859","7.7644","7.7939","7.7518","81.95K","0.30%"
"05/28/2021","7.7625","7.7837","7.7853","7.7342","73.30K","-0.25%"
"05/27/2021","7.7821","7.7927","7.7978","7.7668","94.25K","-0.10%"
"05/26/2021","7.7900","7.8545","7.8589","7.7860","87.78K","-0.79%"
"05/25/2021","7.8523","7.8406","7.8597","7.8306","100.87K","0.17%"
"05/24/2021","7.8386","7.8356","7.8573","7.8301","96.43K","0.04%"
"05/21/2021","7.8358","7.8690","7.8764","7.8243","104.50K","-0.39%"
"05/20/2021","7.8661","7.8321","7.8699","7.8305","107.81K","0.44%"
"05/19/2021","7.8317","7.8535","7.8759","7.8247","103.59K","-0.25%"
"05/18/2021","7.8514","7.8255","7.8593","7.8151","96.34K","0.35%"
"05/17/2021","7.8238","7.8147","7.8398","7.8044","90.66K","0.12%"
"05/14/2021","7.8142","7.7940","7.8218","7.7840","82.64K","0.30%"
"05/13/2021","7.7910","7.7943","7.8110","7.7784","105.16K","-0.04%"
"05/12/2021","7.7938","7.8102","7.8261","7.7768","108.46K","-0.18%"
"05/11/2021","7.8081","7.7827","7.8301","7.7804","124.69K","0.34%"
"05/10/2021","7.7815","7.8226","7.8332","7.7817","116.46K","-0.52%"
"05/07/2021","7.8220","7.7992","7.8300","7.7783","94.59K","0.37%"
"05/06/2021","7.7931","7.7715","7.8093","7.7670","113.43K","0.29%"
"05/05/2021","7.7708","7.7766","7.7860","7.7588","121.93K","-0.07%"
"05/04/2021","7.7760","7.8096","7.8110","7.7673","116.19K","-0.40%"
"05/03/2021","7.8071","7.7883","7.8177","7.7763","68.48K","0.36%"
"04/30/2021","7.7793","7.8417","7.8492","7.7786","99.84K","-0.79%"
"04/29/2021","7.8416","7.8563","7.8702","7.8287","110.23K","-0.13%"
"04/28/2021","7.8522","7.8394","7.8624","7.8162","93.30K","0.19%"
"04/27/2021","7.8373","7.8345","7.8427","7.8180","123.99K","0.06%"
"04/26/2021","7.8325","7.8552","7.8663","7.8218","100.27K","-0.32%"
"04/23/2021","7.8577","7.7994","7.8598","7.7975","101.12K","0.75%"
"04/22/2021","7.7989","7.8118","7.8332","7.7852","119.84K","-0.15%"
"04/21/2021","7.8104","7.8235","7.8284","7.7899","122.00K","-0.11%"
"04/20/2021","7.8192","7.8357","7.8467","7.8137","114.87K","-0.16%"
"04/19/2021","7.8317","7.8147","7.8422","7.7922","87.76K","0.24%"
"04/16/2021","7.8133","7.8059","7.8231","7.7961","112.86K","0.12%"
"04/15/2021","7.8036","7.8225","7.8360","7.7979","133.51K","-0.22%"
"04/14/2021","7.8207","7.8189","7.8293","7.8025","113.75K","0.05%"
"04/13/2021","7.8170","7.7997","7.8245","7.7793","109.44K","0.30%"
"04/12/2021","7.7936","7.7922","7.8071","7.7779","103.22K","-0.05%"
"04/09/2021","7.7978","7.8044","7.8096","7.7814","89.53K","-0.07%"
"04/08/2021","7.8030","7.7640","7.8142","7.7598","92.38K","0.49%"
"04/07/2021","7.7648","7.7657","7.7960","7.7584","110.96K","0.03%"
"04/06/2021","7.7627","7.7584","7.7680","7.7254","87.08K","0.12%"
"04/05/2021","7.7534","7.7236","7.7627","7.7082","39.43K","0.42%"
"04/02/2021","7.7213","7.7319","7.7372","7.7121","52.66K","-0.11%"
"04/01/2021","7.7297","7.6866","7.7342","7.6801","119.84K","0.59%"
"03/31/2021","7.6840","7.6998","7.7067","7.6764","114.83K","-0.18%"
"03/30/2021","7.6980","7.7286","7.7433","7.6974","79.63K","-0.35%"
"03/29/2021","7.7250","7.7157","7.7460","7.7023","90.23K","0.15%"
"03/26/2021","7.7134","7.7008","7.7226","7.6995","108.02K","0.18%"
"03/25/2021","7.6998","7.7075","7.7329","7.6995","115.94K","-0.07%"
"03/24/2021","7.7050","7.7226","7.7323","7.7039","131.56K","-0.20%"
"03/23/2021","7.7202","7.7657","7.7713","7.7164","100.01K","-0.57%"
"03/22/2021","7.7648","7.7451","7.7752","7.7269","107.55K","0.25%"
"03/19/2021","7.7453","7.7523","7.7653","7.7300","115.50K","-0.08%"
"03/18/2021","7.7512","7.7913","7.7974","7.7463","105.63K","-0.49%"
"03/17/2021","7.7893","7.7460","7.7958","7.7279","107.77K","0.62%"
"03/16/2021","7.7412","7.7539","7.7683","7.7293","102.63K","-0.15%"
"03/15/2021","7.7527","7.7789","7.7896","7.7408","102.60K","-0.33%"
"03/12/2021","7.7785","7.7816","7.7860","7.7481","113.69K","-0.04%"
"03/11/2021","7.7815","7.7596","7.7865","7.7434","110.82K","0.31%"
"03/10/2021","7.7572","7.7429","7.7619","7.7270","117.76K","0.23%"
"03/09/2021","7.7396","7.7315","7.7614","7.7239","146.97K","0.16%"
"03/08/2021","7.7276","7.7454","7.7637","7.7291","164.44K","-0.18%"
"03/05/2021","7.7413","7.7433","7.7558","7.7182","137.66K","0.00%"
"03/04/2021","7.7413","7.8025","7.8054","7.7387","146.38K","-0.77%"
"03/03/2021","7.8011","7.8249","7.8317","7.7841","140.76K","-0.26%"
"03/02/2021","7.8218","7.7909","7.8271","7.7583","135.87K","0.43%"
"03/01/2021","7.7881","7.8213","7.8363","7.7737","160.11K","-0.35%"
"02/26/2021","7.8155","7.8592","7.8847","7.8103","164.31K","-0.55%"
"02/25/2021","7.8585","7.8544","7.9020","7.8431","195.12K","0.10%"
"02/24/2021","7.8507","7.8568","7.8662","7.8205","137.43K","-0.03%"
"02/23/2021","7.8531","7.8586","7.8705","7.8437","161.78K","-0.02%"
"02/22/2021","7.8545","7.8247","7.8679","7.8186","132.65K","0.41%"
"02/19/2021","7.8221","7.8449","7.8504","7.8147","144.93K","-0.25%"
"02/18/2021","7.8414","7.7744","7.8478","7.7625","146.97K","0.93%"
"02/17/2021","7.7689","7.8183","7.8216","7.7644","134.24K","-0.56%"
"02/16/2021","7.8128","7.8328","7.8600","7.8109","123.99K","-0.19%"
"02/15/2021","7.8277","7.8293","7.8438","7.8248","86.10K","0.08%"
"02/12/2021","7.8212","7.8338","7.8374","7.8022","96.59K","-0.08%"
"02/11/2021","7.8277","7.8261","7.8467","7.8217","103.48K","0.05%"
"02/10/2021","7.8240","7.7989","7.8403","7.7913","129.85K","0.35%"
"02/09/2021","7.7966","7.7694","7.8011","7.7668","138.72K","0.42%"
"02/08/2021","7.7642","7.7872","7.7963","7.7565","158.74K","-0.29%"
"02/05/2021","7.7868","7.7428","7.7927","7.7382","114.94K","0.59%"
"02/04/2021","7.7412","7.7745","7.7803","7.7383","125.92K","-0.38%"
"02/03/2021","7.7708","7.7761","7.7852","7.7527","155.06K","-0.02%"
"02/02/2021","7.7726","7.7994","7.8122","7.7549","182.92K","-0.33%"
"02/01/2021","7.7984","7.8033","7.8439","7.7905","167.45K","0.01%"
"01/29/2021","7.7974","7.8179","7.8302","7.7927","196.87K","-0.25%"
"01/28/2021","7.8170","7.8516","7.8565","7.8149","212.68K","-0.42%"
"01/27/2021","7.8499","7.8620","7.8684","7.8160","168.90K","-0.11%"
"01/26/2021","7.8583","7.8652","7.8723","7.8401","128.69K","-0.06%"
"01/25/2021","7.8628","7.8872","7.8923","7.8480","128.72K","-0.29%"
"01/22/2021","7.8854","7.8604","7.8994","7.8578","122.99K","0.37%"
"01/21/2021","7.8560","7.8284","7.8659","7.8261","135.56K","0.39%"
"01/20/2021","7.8252","7.8580","7.8703","7.8078","133.22K","-0.38%"
"01/19/2021","7.8549","7.8417","7.8718","7.8375","115.74K","0.22%"
"01/18/2021","7.8376","7.8321","7.8455","7.8188","109.10K","0.14%"
"01/15/2021","7.8265","7.8695","7.8753","7.8250","117.00K","-0.54%"
"01/14/2021","7.8693","7.8635","7.8857","7.8320","113.55K","0.08%"
